"road","chainage","lrp","lat","lon","type","name"
"Z2123","1.39","LRP001a","24.174666","90.7515833","Culvert","Box Culvert"
"Z2123","1.436","LRP001b","24.1750549","90.7515","Culvert","Box Culvert"
"Z2123","1.545","LRP001c","24.1759716","90.7513333","Culvert","Box Culvert"
"Z2123","1.592","LRP001d","24.1763604","90.7513611","Culvert","Box Culvert"
"Z2123","1.629","LRP001e","24.176666","90.7514444","Culvert","Box Culvert"
"Z2123","2","LRP002","24.1793327","90.7526111","KmPost","Km post missing"
"Z2123","2.149","LRP002a","24.1806104","90.7525556","Culvert","Box Culvert"
"Z2123","2.231","LRP002b","24.1813049","90.7523056","Culvert","Box Culvert"
"Z2123","2.367","LRP002c","24.1824716","90.7520556","Culvert","Box Culvert"
"Z2123","2.516","LRP002d","24.1831382","90.7512222","Culvert","Box Culvert"
"Z2123","2.559","LRP002e","24.1835274","90.7510556","Culvert","Box Culvert"
"Z2123","3.082","LRP003","24.1859441","90.7527222","KmPost","Shimulia 7.9 km"
"Z2123","3.524","LRP003a","24.1850552","90.75675","Bridge","Bridge start"
"Z2123","3.53","LRP003b","24.1850274","90.7568056","Bridge","Bridge end"
"Z2123","4.092","LRP004","24.1838886","90.7620833","KmPost","Inf Missing"
"Z2123","4.957","LRP004a","24.185083","90.7687216","Culvert","Box Culvert"
"Z2123","5.092","LRP005","24.1860274","90.7695827","KmPost","Km post missing"
"Z2123","5.288","LRP005a","24.1871663","90.7709993","Culvert","Box Culvert"
"Z2123","6.092","LRP006","24.190083","90.776666","KmPost","Km post missing"
"Z2123","6.751","LRP006a","24.1956663","90.7773327","Culvert","Box Culvert"
"Z2123","7.092","LRP007","24.1985274","90.7780827","KmPost","Km post missing"
"Z2123","7.415","LRPE","24.201","90.7797493","Others","End of road at Barachapa."
"Z2403","0","LRPS","24.3922497","91.4124722","Others","Road Start at Habiganj after Baily Bridge from R240."
"Z2403","1","LRP001","24.3976108","91.4080278","KmPost","Km post missing"
"Z2403","2","LRP002","24.4058333","91.4056667","KmPost","Km post missing"
"Z2403","2.313","LRP002a","24.4081944","91.4041667","Bridge","Bridge start"
"Z2403","2.373","LRP002b","24.4086111","91.4038889","Bridge","Bridge end"
"Z2403","3","LRP003","24.4138889","91.4015278","KmPost","Km post missing"
"Z2403","3.56","LRP003a","24.418166","91.3997497","Culvert","Slab culvert"
"Z2403","4","LRP004","24.4221382","91.3974441","KmPost","Km post missing"
"Z2403","4.829","LRP004a","24.4289438","91.3953052","Bridge","Bridge start"
"Z2403","4.867","LRP004b","24.4292771","91.3952219","Bridge","Bridge end"
"Z2403","5","LRP005","24.4305827","91.3951386","KmPost","Km post missing"
"Z2403","5.252","LRP005a","24.4317216","91.3933052","Bridge","Bridge Start"
"Z2403","5.282","LRP005b","24.4318327","91.3929997","Bridge","Bridge end"
"Z2403","6","LRP006","24.4360552","91.3879441","KmPost","Km post missing"
"Z2403","7","LRP007","24.4421386","91.3805549","KmPost","Km post missing"
"Z2403","7.081","LRP007a","24.4425274","91.3796938","Bridge","Bridge start"
"Z2403","7.101","LRP007b","24.4428052","91.379916","Bridge","Bridge end"
"Z2403","8","LRP008","24.4487497","91.3735549","KmPost","Km post missing"
"Z2403","8.508","LRP008a","24.4518333","91.3704716","Bridge","Bridge start"
"Z2403","8.633","LRP008b","24.4524722","91.3694716","Bridge","Bridge end"
"Z2403","9","LRP009","24.4554722","91.3706104","KmPost","Km post missing"
"Z2403","9.568","LRP009a","24.4598333","91.3722493","Culvert","Box culvert"
"Z2403","10","LRP010","24.4638056","91.3715827","KmPost","Km post missing"
"Z2403","11","LRP011","24.4725549","91.3709716","KmPost","Km post missing"
"Z2403","11.3","LRP011a","24.4734438","91.3711104","Culvert","Box Culvert"
"Z2403","11.595","LRP011b","24.4773327","91.3719993","Bridge","Baily bridge start"
"Z2403","11.725","LRP011c","24.4784993","91.3717493","Bridge","Bridge end"
"Z2403","12","LRP012","24.4810271","91.3715549","KmPost","Km post missing"
"Z2403","12.105","LRP012a","24.4818049","91.3709993","Bridge","Bridge start"
"Z2403","12.144","LRP012b","24.4820827","91.3708049","Bridge","Bridge end"
"Z2403","13","LRP013","24.4896941","91.3704716","KmPost","Km post missing"
"Z2403","14","LRP014","24.4985274","91.3717216","KmPost","Km post missing"
"Z2403","14.06","LRP014a","24.499083","91.3718327","Bridge","Bridge start"
"Z2403","14.083","LRP014b","24.4992774","91.3718604","Bridge","Bridge end"
"Z2403","15","LRP015","24.5074444","91.371666","KmPost","Km post missing"
"Z2403","15.015","LRP015a","24.5075556","91.3716382","Culvert","Box culvert"
"Z2403","15.713","LRP015b","24.5138056","91.3710827","Culvert","Box culvert"
"Z2403","16","LRP016","24.5163333","91.3703049","KmPost","Km post missing"
"Z2403","16.207","LRP016a","24.518166","91.3700827","Bridge","Bridge start"
"Z2403","16.226","LRP016b","24.5183049","91.3700827","Bridge","Bridge end"
"Z2403","16.66","LRP016c","24.5220827","91.3689438","SideRoad,Right","Road To Nabiganj (Z2405)"
"Z2403","16.826","LRP016d","24.5235271","91.3686938","Bridge","Bridge start"
"Z2403","16.845","LRP016e","24.5236938","91.3686938","Bridge","Bridge end"
"Z2403","17","LRP017","24.5252493","91.3683327","KmPost","Km post missing"
"Z2403","18","LRP018","24.5244993","91.3589722","KmPost","Km post missing,the Portion of road ends at Banyachang Bazar"
"Z2403","18.108","LRP018a","24.4915274","91.370666","Others","The roads starts Again (link of Z2403)"
"Z2403","18.109","LRP018b","24.4911108","91.3696938","Bridge","Bridge start"
"Z2403","18.139","LRP018c","24.4909997","91.3694716","Bridge","Bridge end"
"Z2403","19","LRP019","24.4962497","91.3653056","KmPost","Km post missing"
"Z2403","19.18","LRP019a","24.4971108","91.36425","Culvert","Box culvert"
"Z2403","19.38","LRP019b","24.5306104","91.3639444","Others","Road Ahead is not Accessiblr"
"Z2405","0","LRPS","24.5220827","91.3690271","Others","Road start from Z2403, Habiganj- Banyachang-Sullah Road at Baniyachang."
"Z2405","0.082","LRPSa","24.5222771","91.3694438","Culvert","Box culvert"
"Z2405","1","LRP001","24.525666","91.3777493","KmPost","Km post missing"
"Z2405","1.4","LRP001a","24.5273604","91.3813882","Culvert","Box Culvert"
"Z2405","1.51","LRP001b","24.5282216","91.3810827","Others","Road is not accessible, Because alignment has not completed here."
"Z2405","5.892","LRP005a","24.5446108","91.4250549","Culvert","Box Culvert"
"Z2405","6","LRP006","24.5456663","91.4254716","KmPost","Km post missing"
"Z2405","6.392","LRP006a","24.5462774","91.4258882","Bridge","Bridge start"
"Z2405","6.467","LRP006b","24.5464997","91.4265271","Bridge","Bridge end"
"Z2405","7","LRP007","24.5487219","91.4285271","KmPost","Km post missing"
"Z2405","7.812","LRP007a","24.5511111","91.4387497","Bridge","Bridge start"
"Z2405","7.912","LRP007b","24.5513889","91.4395552","Bridge","Bridge end"
"Z2405","8","LRP008","24.5520556","91.4401941","KmPost","Km post missing"
"Z2405","8.832","LRP008a","24.5534444","91.4484441","Bridge","Bridge start"
"Z2405","8.852","LRP008b","24.5535833","91.4487774","Bridge","Bridge end"
"Z2405","9","LRP009","24.5538333","91.4496386","KmPost","Km post missing"
"Z2405","9.382","LRP009a","24.5549722","91.4533056","Culvert","Box Culvert"
"Z2405","10","LRP010","24.5395552","91.422416","KmPost","Km post missing"
"Z2405","10.04","LRP010a","24.5562778","91.4595278","Culvert","Box Culvert"
"Z2405","10.432","LRP010b","24.5562778","91.4618333","Culvert","Box Culvert"
"Z2405","11","LRP010c","24.5576944","91.4669993","Culvert","Box Culvert"
"Z2405","11.382","LRP011","24.5605556","91.4708882","KmPost","Info missing"
"Z2405","11.792","LRP011a","24.5578333","91.4745827","Culvert","Box Culvert"
"Z2405","12.382","LRP012","24.5584444","91.4763604","KmPost","Km post missing"
"Z2405","13.122","LRP012a","24.5593333","91.4870274","Culvert","Box Culvert"
"Z2405","13.342","LRP012b","24.5599444","91.4889719","Culvert","Box Culvert"
"Z2405","13.382","LRP013","24.5600833","91.4893052","KmPost","Info missing"
"Z2405","13.912","LRP013a","24.5616111","91.495083","Culvert","Bridge start"
"Z2405","13.92","LRP013b","24.5622222","91.495083","Bridge","Bridge end"
"Z2405","14.392","LRP014","24.5601667","91.4989997","KmPost","Info missing"
"Z2405","15.162","LRP014a","24.5633889","91.5044444","Bridge","Bridge start"
"Z2405","15.172","LRP014b","24.5634722","91.5046667","Bridge","Bridge end"
"Z2405","15.342","LRP015","24.5645278","91.5058333","KmPost","Info missing"
"Z2405","16.082","LRP015a","24.5681938","91.5115556","Bridge","Bridge start"
"Z2405","16.102","LRP015b","24.5682493","91.5117222","Bridge","Bridge end"
"Z2405","16.342","LRP016","24.5693882","91.5147778","KmPost","Km post missing"
"Z2405","16.758","LRPE","24.5665278","91.5173327","Others","Road end with intersecting R240 at Nabiganj."
"Z2801","0","LRPS","24.9503333","91.8662778","Others","Road Start from Z2809 Near Osmani Biman Bandar"
"Z2801","0.033","LRPSa","24.9506944","91.8664722","Culvert","Box Culvert"
"Z2801","0.109","LRPSb","24.9511111","91.8670271","Culvert","Pipe Culvert"
"Z2801","0.697","LRPSc","24.9526389","91.8724993","Culvert","Box Culvert"
"Z2801","0.779","LRPSd","24.9526944","91.8732771","Culvert","Box Culvert"
"Z2801","0.885","LRPSe","24.9525556","91.8742771","Culvert","Box Culvert"
"Z2801","1","LRP001","24.9522778","91.8755549","KmPost","Km post missing"
"Z2801","1.199","LRP001a","24.9527778","91.8772493","Culvert","Box Culvert"
"Z2801","1.38","LRP001b","24.9539167","91.8787216","Culvert","Box Culvert"
"Z2801","1.539","LRP001c","24.9548333","91.8798049","Culvert","Box Culvert"
"Z2801","1.904","LRP001d","24.9564722","91.882416","Culvert","Box Culvert"
"Z2801","2","LRP002","24.9569722","91.8829438","KmPost","Km post missing"
"Z2801","2.206","LRP002a","24.95875","91.882416","Culvert","Box Culvert"
"Z2801","2.367","LRP002b","24.96","91.8817216","Culvert","Box Culvert"
"Z2801","2.514","LRP002c","24.9611667","91.8810549","Culvert","Box Culvert"
"Z2801","2.68","LRP002d","24.9623611","91.8802216","Culvert","Box Culvert"
"Z2801","3","LRP003","24.9648056","91.8783327","KmPost","Km post missing"
"Z2801","3.019","LRP003a","24.96475","91.8782771","Culvert","Box Culvert"
"Z2801","3.544","LRP003b","24.96625","91.8733882","Culvert","Box Culvert"
"Z2801","4","LRP004","24.9665278","91.8694993","KmPost","Km post missing"
"Z2801","5","LRP005","24.9680271","91.8594722","KmPost","Km post missing"
"Z2801","5.142","LRP005a","24.9691104","91.8595556","Bridge","Bridge start"
"Z2801","5.185","LRP005b","24.9694438","91.8595278","Bridge","Bridge end"
"Z2801","5.778","LRP005c","24.9744438","91.85775","Culvert","Box Culvert"
"Z2801","5.865","LRP006","24.9751382","91.8576389","KmPost","Bholaganj 26 km"
"Z2801","6.865","LRP007","24.9836386","91.8577778","KmPost","Km post missing"
"Z2801","7.843","LRP007a","24.9901386","91.8514167","Bridge","Bridge start"
"Z2801","7.865","LRP008","24.9913608","91.8497219","KmPost","Km post missing"
"Z2801","8.055","LRP008a","24.991333","91.8497497","Bridge","Bridge end"
"Z2801","8.865","LRP009","24.9966941","91.8444719","KmPost","Km post missing"
"Z2801","8.962","LRP009a","24.997333","91.8439719","Bridge","Bridge start"
"Z2801","9","LRP009b","24.9976386","91.8437219","Bridge","Bridge end"
"Z2801","9.79","LRP010","25.0033611","91.8391108","KmPost","Bholaganj 21 km"
"Z2801","10.79","LRP011","25.0116944","91.8347219","KmPost","Bholaganj 20 km"
"Z2801","11.65","LRP011a","25.0178049","91.8298604","Bridge","Bridge start"
"Z2801","11.706","LRP011b","25.0181938","91.8295549","Bridge","Bridge end"
"Z2801","11.79","LRP012","25.0187493","91.8288882","KmPost","Bholaganj 19 km"
"Z2801","12.665","LRP012a","25.0240827","91.8226938","Bridge","Bridge Start"
"Z2801","12.68","LRP012b","25.0242493","91.8225549","Bridge","Bridge End"
"Z2801","12.79","LRP013","25.0250549","91.8218327","KmPost","Km post missing"
"Z2801","13.79","LRP014","25.0320827","91.8153889","KmPost","Km post missing"
"Z2801","14.289","LRP014a","25.0351108","91.8118333","Bridge","Bridge start"
"Z2801","14.332","LRP014b","25.0353608","91.8115","Bridge","Bridge end"
"Z2801","14.79","LRP015","25.0381108","91.8079167","KmPost","Km post missing"
"Z2801","15.418","LRP015a","25.0420274","91.8035278","Bridge","Bridge start"
"Z2801","15.465","LRP015b","25.0423608","91.80325","Bridge","Bridge end"
"Z2801","15.79","LRP016","25.0448052","91.8013056","KmPost","Km post missing"
"Z2801","16.147","LRP016a","25.0470274","91.7993886","Bridge","Bridge start"
"Z2801","16.224","LRP016b","25.047583","91.7989719","Bridge","Bridge end"
"Z2801","16.543","LRP016c","25.0499441","91.7971941","Bridge","Bridge start"
"Z2801","16.596","LRP016d","25.0502778","91.7969719","Bridge","Bridge end"
"Z2801","16.79","LRP017","25.0518333","91.7956386","KmPost","Km post missing"
"Z2801","16.85","LRP017a","25.0521667","91.7952219","Bridge","Bridge start"
"Z2801","16.883","LRP017b","25.0523333","91.7949719","Bridge","Bridge End"
"Z2801","17.21","LRP017c","25.0547778","91.7931108","Bridge","Bridge start"
"Z2801","17.275","LRP017d","25.0552778","91.7928052","Bridge","Bridge end"
"Z2801","17.643","LRP017e","25.0580833","91.7910552","Bridge","Bridge start"
"Z2801","17.707","LRP017f","25.0585","91.7906663","Bridge","Bridge end"
"Z2801","17.79","LRP018","25.0591111","91.7901386","KmPost","Km post missing"
"Z2801","18.157","LRP018a","25.0617222","91.7879997","Bridge","Bridge start"
"Z2801","18.222","LRP018b","25.0621944","91.7876108","Bridge","Bridge end"
"Z2801","18.79","LRP019","25.0668327","91.786083","KmPost","Km post missing"
"Z2801","18.95","LRP019a","25.0679993","91.785333","Bridge","Bridge end"
"Z2801","19.252","LRP019b","25.0702493","91.7836386","Bridge","Bridge start"
"Z2801","19.317","LRP019c","25.0706104","91.7831382","Bridge","Bridge end"
"Z2801","19.79","LRP020","25.0732771","91.7793882","KmPost","Km post missing"
"Z2801","19.839","LRP020a","25.073416","91.7789438","Bridge","Bridge start"
"Z2801","19.905","LRP020b","25.0735549","91.7783327","Bridge","Bridge End"
"Z2801","20.79","LRP021","25.0750827","91.7696104","KmPost","Km post missing"
"Z2801","21.35","LRP021a","25.0764438","91.7642778","Bridge","Bridge start"
"Z2801","21.412","LRP021b","25.0766382","91.7636944","Bridge","Bridge end"
"Z2801","21.79","LRP022","25.0790549","91.7611111","KmPost","Km post missing"
"Z2801","22.027","LRP022a","25.0805271","91.7594167","Bridge","Bridge start"
"Z2801","22.077","LRP022b","25.0808049","91.7590278","Bridge","Bridge End"
"Z2801","22.58","LRP022c","25.0835552","91.7550833","SideRoad,Left","Z2810, Companiganj- Chttak road"
"Z2801","22.705","LRP022d","25.084583","91.7548611","Bridge","Bridge start"
"Z2801","22.77","LRP022e","25.0851386","91.7548611","Bridge","Bridge end"
"Z2801","22.79","LRP023","25.0853608","91.7548333","KmPost","Km post missing"
"Z2801","23.068","LRP023a","25.0877774","91.75525","Culvert","Box Culvert"
"Z2801","23.491","LRP023b","25.0914997","91.7550833","Bridge","Bridge start"
"Z2801","23.556","LRP023c","25.0920552","91.7549167","Bridge","Bridge end"
"Z2801","23.79","LRP024","25.0941941","91.7546944","KmPost","Km post missing"
"Z2801","23.808","LRP024a","25.0943886","91.7546944","Bridge","Bridge start"
"Z2801","23.862","LRP024b","25.0948608","91.7546667","Bridge","Bridge End"
"Z2801","24.79","LRP025","25.1031944","91.7553889","KmPost","Km post missing"
"Z2801","25.63","LRP025a","25.1099722","91.7571944","Culvert","Box Culvert"
"Z2801","25.79","LRP026","25.1110278","91.7559722","KmPost","Km post missing"
"Z2801","25.875","LRP026a","25.1116389","91.7554167","Culvert","Box Culvert"
"Z2801","26.32","LRP026b","25.1152222","91.7536944","Bridge","Bridge start"
"Z2801","26.398","LRP026c","25.1158889","91.7535","Bridge","Bridge end"
"Z2801","26.78","LRP026d","25.118916","91.7519167","Bridge","Bridge start"
"Z2801","26.79","LRP027","25.1201104","91.7512778","KmPost","Km post missing"
"Z2801","26.93","LRP027a","25.1201382","91.75125","Bridge","Bridge End"
"Z2801","27.79","LRP028","25.1296938","91.7502222","KmPost","Km post missing"
"Z2801","28.79","LRP029","25.1389719","91.7489441","KmPost","Km post missing"
"Z2801","29.79","LRP030","25.1477219","91.7476386","KmPost","Km post missing"
"Z2801","30.398","LRPE","25.1541389","91.7467219","Others","Road End with Bholaganj at Custom house BDR Check Post."
"Z2802","0","LRPS","24.9300827","91.6828604","Others","Road  start from R280 at Gobindaganj."
"Z2802","0.522","LRPSa","24.9347497","91.6827771","Bridge","Bridge start"
"Z2802","0.563","LRPSb","24.935083","91.6828327","Bridge","Bridge end"
"Z2802","1","LRP001","24.9389441","91.6821382","KmPost","Inf Missing"
"Z2802","1.528","LRP001a","24.9434719","91.6808049","Bridge","Bridge start"
"Z2802","1.579","LRP001b","24.9439163","91.6806382","Bridge","Bridge end"
"Z2802","2.01","LRP002","24.9477219","91.679416","KmPost","Chhatak 11km"
"Z2802","3.01","LRP003","24.9563333","91.6766104","KmPost","Chhatak 10km"
"Z2802","3.972","LRP003a","24.9641667","91.6726938","Bridge","Bridge start"
"Z2802","4.096","LRP003b","24.9651667","91.672166","Bridge","Bridge end"
"Z2802","4.12","LRP004","24.9653611","91.6720827","KmPost","Chhatak 9km"
"Z2802","5.03","LRP005","24.9734438","91.671166","KmPost","Chhatak 8km"
"Z2802","5.822","LRP005a","24.9803882","91.6697216","Bridge","Bridge start"
"Z2802","5.858","LRP005b","24.9973608","91.6696382","Bridge","Bridge end"
"Z2802","6.035","LRP006","24.9823049","91.6691382","KmPost","Chhatak 7km"
"Z2802","7.055","LRP007","24.990583","91.6647778","KmPost","Chhatak 6km"
"Z2802","8.055","LRP008","24.9989163","91.6608333","KmPost","Km post missing"
"Z2802","8.12","LRP008a","25.9993886","91.66075","Bridge","Bridge start"
"Z2802","8.139","LRP008b","24.9995274","91.6607222","Bridge","Bridge end"
"Z2802","8.839","LRP008c","25.0056111","91.6605556","Bridge","Bridge start"
"Z2802","8.92","LRP008d","25.0063056","91.6608611","Bridge","Bridge end"
"Z2802","9.055","LRP009","25.0073611","91.6613889","KmPost","Chhatak 4km"
"Z2802","10.055","LRP010","25.0161667","91.6592222","KmPost","Chhatak 3km"
"Z2802","10.369","LRP010a","25.0189438","91.6598056","Bridge","Bridge start"
"Z2802","10.429","LRP010b","25.0194438","91.6599444","Bridge","Bridge end"
"Z2802","11.055","LRP011","25.0250271","91.6614167","KmPost","Chhatak 2km"
"Z2802","11.412","LRP011a","25.0281104","91.66225","Bridge","Bridge start"
"Z2802","11.473","LRP011b","25.0286104","91.6624167","Bridge","Bridge end"
